halId_s,docType_s,title_s,authFullName_s,producedDate_s,domain_s,journalTitle_s,conferenceTitle_s,language_s,inPress_bool,keyword_s,labStructAcronym_s
hal-02964085,ART,Consistency of the tools that predict the impact of Single Nucleotide Variants (SNVs) on gene functionality: The BRCA1 gene,"Javier Murillo,Flavio Spetale,Serge Guillaume,Pilar Bulacio,Ignacio Garcia Labari,Olivier Cailloux,Sébastien Destercke,Elizabeth Tapia",2020-03,0.sdv,Biomolecules,,en,false,"SNV,Prediction tools,BRCA1 gene,Consistency of tools,Preference relations","UMR ITAP,LAMSADE,Heudiasyc"
hal-01690385,ART,An FPT 2-Approximation for Tree-Cut Decomposition,"Eun Jung Kim,Sang-Il Oum,Christophe Paul,Ignasi Sau Valls,Dimitrios M. Thilikos",2018,"0.info,1.info.info-ds,0.info,1.info.info-dm",Algorithmica,,en,false,"Digraph homomorphism,Multiway Cut,Fixed-Parameter Tractable algorithm,Parameterized complexity,Approximation algorithm,Tree-cut width","LAMSADE,LIRMM"
hal-02277615,COMM,Évaluation économique du pilotage opérationnel - une application aux décisions d’ordonnancement d’un atelier d’engrais,"Najat Bara,Frédéric Gautier,Vincent Giard,Frédéric Fontane",2019-06,0.info,,13ème Conférence internationale de CIGI QUALITA 2019,fr,false,"Décisions opérationnelles,Coûts d’opportunité,Comptabilité de gestion,Operational decisions,Opportunity costs,Cost accounting","UP1,LAMSADE"
hal-02446246,ART,Modélisation d’une chaîne logistique hybride par la simulation à évènements discrets,"Najat Bara,Frédéric Gautier,Vincent Giard",2019,0.info,Logistique & Management,,fr,false,"Chaîne logistique hybride,Simulation à évènements discrets,Flux poussés,Flux tirés,Processus continu,Hybrid supply chain,Discrete event simulation,Push-flow,Pull-flow,Continuous process","UP1,LAMSADE"
hal-01351929,ART,Integrated production and outbound distribution scheduling problems with job release dates and deadlines,"Liang-Liang Fu,Mohamed Ali Aloulou,Christian Artigues",2018-08,"0.info,1.info.info-ro",Journal of Scheduling,,en,false,,"LAMSADE,LAAS"
hal-02277532,COMM,Reverse blending : une réponse efficace au défi de la personnalisation de masse dans la production de granulés,"Latifa Benhamou,Vincent Giard,Pierre Fenies,Frédéric Fontane,Mehdi Khouloud",2019-06,0.info,,13ème Conférence internationale de CIGI QUALITA 2019,fr,false,"Fertilizer,Personnalisation de masse,Production continue,Blending,Conception d’input,Engrais,Mass customization,Continuous production,Input conception",LAMSADE
hal-01905491,ART,On the complexity of minimizing median normal forms of monotone Boolean functions and lattice polynomials,"Miguel Couceiro,Pierre Mercuriali,Romain Péchoux,Abdallah Saffidine",2019,"0.math,1.math.math-ac,0.info,1.info.info-dm,0.info,1.info.info-lo",Journal of Multiple-Valued Logic and Soft Computing,,en,true,"Efficient representation,Complexity,Normal form,Boolean function,Lattice polynomial","LORIA,LORIA,LAMSADE"
hal-02181518,ART,Coloring tournaments: From local to global,"Ararat Harutyunyan,Tien-Nam Le,Stéphan Thomassé,Hehui Wu",2019,"0.info,0.math,0.math,1.math.math-co","Journal of Combinatorial Theory, Series B",,en,false,"Digraph coloring,Erdős–Hajnal conjecture,Chromatic number of tournaments","LAMSADE,LHC,IUF,LIP"
hal-01991659,ART,Complexity of Grundy coloring and its variants,"Edouard Bonnet,Foucaud Florent,Eunjung Kim,Florian Sikora",2018,"0.info,0.info,1.info.info-cc,0.info,1.info.info-ds",Discrete Applied Mathematics,,en,false,,"LIP,LAMSADE"
hal-01991635,COMM,QPTAS and Subexponential Algorithm for Maximum Clique on Disk Graphs,"Edouard Bonnet,Panos Giannopoulos,Eun Jung Kim,Paweł Rzążewski,Florian Sikora",2018-06-11,"0.info,0.info,1.info.info-cg,0.info,1.info.info-ds",,SoCG 2018,en,false,"Computational complexity,Intersection graph,Disk graph,Maximum clique","LIP,LAMSADE"
hal-01924646,COMM,Towards Adaptive Classification using Riemannian Geometry approaches in Brain-Computer Interfaces,"Satyam Kumar,Florian Yger,Fabien Lotte",2019-02-18,"0.info,1.info.info-ai,0.info,1.info.info-lg,0.info,1.info.info-et,0.info,1.info.info-ts",,BCI 2019 - IEEE International Winter Conference on Brain-Computer Interfaces,en,false,"BCI,Adaptive classifier,Remannian Geometry,Index Terms-Remannian Geometry","LaBRI,LAMSADE"
hal-02301427,ART,A Vascular Endothelial Growth Factor-Dependent Sprouting Angiogenesis Assay Based on an In Vitro Human Blood Vessel Model for the Study of Anti-Angiogenic Drugs,"Joris Pauty,Ryo Usuba,Irene Cheng,Louise Hespel,Haruko Takahashi,Keisuke Kato,Masayoshi Kobayashi,Hiroyuki Nakajima,Eujin Lee,Florian Yger,Fabrice Soncin,Yukiko Matsunaga,Irene Gayi Cheng",2018-01,0.sdv,EBioMedicine,,en,false,,"MRC,PASTEUR,LAMSADE"
hal-01716252,ART,A Vascular Endothelial Growth Factor-Dependent Sprouting Angiogenesis Assay Based on an In Vitro Human Blood Vessel Model for the Study of Anti-Angiogenic Drugs,"Joris Pauty,Ryo Usuba,Irene Gayi Cheng,Louise Hespel,Haruko Takahashi,Keisuke Kato,Masayoshi Kobayashi,Hiroyuki Nakajima,Eujin Lee,Florian Yger,Fabrice Soncin,Yukiko Matsunaga",2018,0.info,EBioMedicine,,en,false,"Sorafenib,Sprouting angiogenesis,Sunitinib,Notch,Angiogenesis inhibitors,DLL4,Human umbilical vein endothelial cell,In vitro 3D model,Microvessel,Vascular endothelial growth factor","LAMSADE,IBL"
hal-01990176,ART,Domination and fractional domination in digraphs,"Ararat Harutyunyan,Tien-Nam Le,Alantha Newman,Stéphan Thomassé",2018-08-16,"0.info,0.info,1.info.info-dm",The Electronic Journal of Combinatorics,,en,false,,"LAMSADE,LIP,G-SCOP,G-SCOP,IUF"
hal-01867030,ART,"πSOD-M: Building SOC Applications in the Presence of Non-Functional Requirements,πSOD-M: Construction d'applications à base de services en présence de besoins non-functionnels","Khalid Belhajjame,Valeria de Castro,Javier Espinosa-Oviedo,Martin Musicante,Umberto Souza da Costa,Plácido Souza Neto,Genoveva Vargas-Solar",2018,"0.info,1.info.info-db,0.info,1.info.info-se",International Journal of Web and Grid Services,,en,true,"MDA,Non-Functional Requirements,Service-based software process","LAMSADE,LAFMIA,LIG"
hal-03015828,COUV,Reasoning About Action and Change,"Florence Dupin de Saint-Cyr,Andreas Herzig,Jérôme Lang,Pierre Marquis",2020-05-08,"0.math,1.math.math-lo,0.info,1.info.info-dm,0.info,1.info.info-sc,0.info,1.info.info-ai",,,en,false,,"IRIT,IRIT,LAMSADE,CRIL"
hal-01889785,COMM,Sugeno Integral for Rule-Based Ordinal Classification,"Quentin Brabant,Miguel Couceiro,Didier Dubois,Henri Prade,Agnès Rico",2018-07-13,"0.info,1.info.info-dm,0.info,1.info.info-lg",,IJCAI-ECAI 2018 - Workshop on Learning and Reasoning: Principles and Applications to Everyday Spatial and Temporal Knowledge,en,false,,"LORIA,LAMSADE,IRIT,ERIC"
hal-02277642,COMM,Système interactif d'aide à la décision pour la planification de l'extraction minière,"Najoua Alaoui,Ahlam Azzamouri,Selwa Elfirdoussi,Pierre Fenies,Vincent Giard",2019-06,0.info,,13ème Conférence internationale de CIGI QUALITA 2019,fr,false,"Système interactif d’aide à la décision SIAD,Interface graphique,Planification,Mine à ciel ouvert,Decision Support System DSS,Graphical user interface,Scheduling,Open-pit mine",LAMSADE
hal-01858703,ART,Energy-Aware Routing in Carrier-Grade Ethernet using SDN Approach,"Rihab Maaloul,Raouia Taktak,Lamia Chaari,Bernard Cousin",2018-09,"0.info,1.info.info-ni",IEEE Transactions on Green Communications and Networking,,en,false,"Software-Defined Networking SDN,Carrier-Grade Ethernet,Energy-Aware Routing,Routing Optimization","LAMSADE,IRISA"
hal-01875381,COMM,Two Node-Disjoint Paths Routing for Energy-Efficiency and Network Reliability,"Rihab Maaloul,Raouia Taktak,Lamia Chaari,Bernard Cousin",2018-07-26,"0.info,1.info.info-ni",,25th International Conference on Telecommunication (ICT 2018),en,false,"Energy-aware routing,Two disjoint paths,Carrier grade networks,Reliability,Network optimization","LAMSADE,IRISA"
hal-02310644,COUV,"The vagueness of ""biodiversity"" and its implications in practice","Yves Meinard,Sylvain Coq,Bernhard Schmid",2019,0.info,,,en,false,"Biodiversity,Definition,Conservation practice,Problem solving,Decision analysis","LAMSADE,CEFE"
hal-02921374,COMM,A dynamic hybrid Berth Allocation Problem with routing constraints in bulk ports,"Hamza Bouzekri,Gülgün Alpan,Vincent Giard",2020-08-30,"0.info,1.info.info-ro,0.shs,1.shs.gestion",,APMS 2020,en,false,"Berth Allocation Problem,Conveyor system,Bulk ports","G-SCOP,LAMSADE"
hal-02359076,COMM,Power Edge Set and Zero Forcing Set Remain Difficult in Cubic Graphs,"Pierre Cazals,Benoit Darties,Annie Chateau,Rodolphe Giroudeau,Mathias Weller",2019-07-23,"0.info,1.info.info-cc,0.info,1.info.info-ds",,30th International Workshop on Combinatorial Algorithms (IWOCA),en,false,"Synchrophasor,Power Edge Set,Zero Forcing Set,Complexity","LAMSADE,LIRMM,LIRMM,LIGM"
hal-02308078,COMM,Ordonnancement réactif pour le suivi de cibles mobiles : de la robustesse à la garantie de performance en ligne,"Florian Delavernhe,Charly Lersteau,André Rossi,Marc Sevaux",2019-02,0.info,,20ème congrès annuel de la société Française de Recherche Opérationnelle et d’Aide à la Décision (ROADEF 2019),fr,false,"Wsn,Target tracking,Communications,Robustness","LERIA,LAMSADE,Lab-STICC"
hal-02508436,COMM,Planification de la recherche d’une cible par plusieurs capteurs avec considération du coût de déplacement,"Florian Delavernhe,Patrick Jaillet,André Rossi,Marc Sevaux",2020-02,"0.info,1.info.info-ro",,ROADEF: Recherche Opérationnelle et d'Aide à la Décision,fr,false,,"LERIA,LAMSADE,Lab-STICC"
hal-02916089,ART,What does it mean to provide decision support to a responsible and competent expert?,"Antoine Richard,Brice Mayag,François Talbot,Alexis Tsoukiàs,Yves Meinard",2020-08-12,"0.info,0.info,1.info.info-gl,0.info,1.info.info-iu",EURO journal on decision processes,,en,false,"Decision Analysis,Decision Support Systems,Diagnostic Decision Support Systems",LAMSADE
hal-03005623,COMM,UN MODELE DE BLENDING POUR LA PLANIFICATION DYNAMIQUE D'UNE CHAINE LOGISTIQUE MINIERE,"Mouna Bamoumen,Vincent Hovelaque,Vincent Giard",2020-11-12,"0.shs,1.shs.gestion,0.spi",,"13ème Conférence Francophone de Modélisation, Optimisation et Simulation- MOSIM’20",fr,false,"Modélisation des systèmes continus,Recherche opérationnelle,Gestion de production,Gestion de la qualité,Blending,Gammes alternatives","CREM,LAMSADE"
hal-02428921,COUV,Sustainable Management of the Upper Rhine River and Its Alluvial Plain: Lessons from Interdisciplinary Research in France and Germany,"Laurent Schmitt,Jean-Nicolas Beisel,Frank Preusser,Carmen de Jong,Karl Matthias Wantzen,Valentin Chardon,Staentzel Cybill,David Eschbach,Christian Damm,Gilles Rixhon,Salomon Ferréol,Rüdiger Glaser,Iso Himmelsbach,Yves Meinard,Serge Dumont,Laurent Hardion,Jérôme Houssier,Claire Rambeau,Stoil Chapkanski,Sebastian Brackhane",2019,"0.sde,1.sde.mcg,0.sde,1.sde.be,0.sde,1.sde.es,0.sde,1.sde.ie",,,en,false,,"LIVE,IPG,CRESAT,LAMSADE,LGP"
hal-01910226,ART,Fair Resource Allocation in Systems with Complete Information Sharing,"Francesca Fossati,Sahar Hoteit,Stefano Moretti,Stefano Secci",2018-12-16,"0.info,1.info.info-ni",IEEE/ACM Transactions on Networking,,en,false,,"LAMSADE,CEDRIC"
hal-02342441,COMM,Integrated Laycan and Berth Allocation Problem,"Hamza Bouzekri,Gülgün Alpan,Vincent Giard",2019-09-25,"0.info,1.info.info-ro,0.shs,1.shs.gestion",,International Conference on Industrial Engineering and Systems Management,en,false,"Spatiotemporal disjunctive constraints,Laycan allocation,Berth allocation,Mixed zero-one linear programming","G-SCOP,LAMSADE"
hal-02277658,COMM,Modélisation des problèmes de l’allocation des planches et des postes à quai,"Hamza Bouzekri,Gülgün Alpan,Vincent Giard",2019-06-25,"0.info,1.info.info-ro,0.shs,1.shs.gestion",,13ème Conférence internationale de CIGI QUALITA 2019,fr,false,"Spatiotemporal disjunctive constraints,Zero-one linear programming,Laycan allocation,Berth allocation,Port management,Allocation des planches,Programmation linéaire zéro-un,Gestion portuaire,Allocation des postes à quai,Contraintes disjonctives spatio-temporelles","G-SCOP,LAMSADE"
hal-02171232,COMM,"Knowledge\, Fairness\, and Social Constraints","Haris Aziz,Sylvain Bouveret,Ioannis Caragiannis,Ira Giagkousi,Jérôme Lang",2018-02,0.info,,32nd AAAI Conference on Artificial Intelligence (AAAI-18),en,false,"Allocation problems,Fair division,Envy-freeness,Proportionality,Social networks","LIG,LAMSADE"
hal-02477316,ART,An Energy Efficient Autopilot Design,"Mathilde Tréhin,Johann Laurent,Hugo Kerhascoet,André Rossi,Jean-Philippe Diguet",2019,0.info,Journal of Sailing Technology,,en,false,"Automation,Sailing,Electronics,Systems engineering,Navigation","Lab-STICC,LAMSADE"
lirmm-02342803,COMM,Data-Compression for Parametrized Counting Problems on Sparse Graphs,"Eun Jung Kim,Maria Serna,Dimitrios M. Thilikos",2018-12-16,"0.info,1.info.info-dm,0.info,1.info.info-ds",,29th International Symposium on Algorithms and Computation (ISAAC),en,false,"Protrusion decomposition,Compactor,Parameterized counting","LAMSADE,LSI,LIRMM"
hal-02556839,ART,L’« argument économique » dans l’aide à la décision en politique environnementale et son évanescence : réflexions à partir du cas des « boues rouges » de Gardanne,"Juliette Rouchier,Yves Meinard",2019,0.info,Nature Sciences Sociétés,,fr,false,"Arguments,Environment,Governance,Decision-aid,Environnement,Gouvernance,Aide à la décision,Science économique,Economics",LAMSADE
hal-02903805,ART,Findable and reusable workflow data products: A genomic workflow case study,"Alban Gaignard,Hala Skaf-Molli,Khalid Belhajjame",2020-05-12,"0.info,1.info.info-bi,0.info,1.info.info-ai",Semantic Web Journal,,en,false,"FAIR,Linked Data,Scientific workflows,Provenance,Bioinformatics,Data summaries","ITX,LS2N,LAMSADE"
hal-02286078,ART,Genetic Algorithm for Community Detection in Biological Networks,"Marwa Ben M’barek,Amel Borgi,Walid Bedhiafi,Sana Ben Hamida",2018,"0.info,1.info.info-ai",Procedia Computer Science,,en,false,"Kyoto Encyclopedia of Genes,Genomes KEGG database,Community detection,Biological networks,Gene Ontology,Genetic Algorithm","LIPAH,I3,LAMSADE"
hal-02457780,COMM,A new adaptive sampling approach for Genetic Programming,"Hmida Hmida,Sana Ben Hamida,Amel Borgi,Marta Rukoz",2019-10,0.info,,2019 Third International Conference on Intelligent Computing in Data Sciences (ICDS),en,false,"Genetic Programming,Machine Learning,Training set Sampling,Adaptive sampling,Sampling frequency control,KDD intrusion detection","LIPAH,LAMSADE"
hal-02394299,ART,Satire for Conservation in the 21st Century,"Guillaume Chapron,Harold Levrel,Yves Meinard,Franck Courchamp",2018-07,"0.sde,0.sde,1.sde.be",Trends in Ecology and Evolution,,en,false,,"CIRED,LAMSADE,ESE"
hal-02276505,COMM,Alerter ou ne pas alerter ? Telle est la question...,"Maude Arru,Elsa Negre,Camille Rosenthal-Sabroux",2019-06,0.info,,"XXXVIIème Congrès INFORSID, INFORSID 2019",fr,false,"Gestion de crise,Systèmes d’alertes précoces,Aide à la décision,Crisis Management,Early Warnig Systems,Decision Support",LAMSADE
hal-02464154,ART,"Des tortues exotiques en ville : évaluation\, perceptions et propositions de gestion à Strasbourg\, France","Véronique Philippot,Sandrine Glatron,Adine Hector,Yves Meinard,Jean-Yves Georges",2019,0.sde,Vertigo,,en,false,"Exotical turtles,Urban nature,Invasive species,Ethnobiology,Urban green parc,Management of public areas,Popular representations","DynamE,LAMSADE,IPHC"
hal-01632972,ART,Distance Transformation for Network Design Problems,"Ali Ridha Mahjoub,Michael Poss,Luidi Simonetti,Eduardo Uchoa",2019,"0.info,1.info.info-ro",SIAM Journal on Optimization,,en,false,"Extended Formulations,Network Design,Benders decomposition,Benders decomposition AMS subject classifications","LAMSADE,LIRMM"
hal-01986312,COMM,Online Non-preemptive Scheduling on Unrelated Machines with Rejections,"Giorgio Lucarelli,Benjamin Moseley,Nguyen Kim Thang,Abhinav Srivastav,Denis Trystram",2018-07-16,"0.info,1.info.info-dc",,SPAA 2018 - 30th ACM Symposium on Parallelism in Algorithms and Architectures,en,false,,"LIG,IBISC,LAMSADE"
hal-02290131,COMM,Attributes regrouping in Fuzzy Rule Based Classification Systems: an intra-classes approach,"Amel Borgi,Rim Kalaï,Hayfa Zgaya",2018-10-28,"0.math,0.spi,0.info,0.info,1.info.info-mo",,In the 15th ACS/IEEE International Conference on Computer Systems and Applications AICCSA 2018,en,false,"Intra-classes correlation,Fuzzy rule based classification systems,Supervised learning,Automatic generation of fuzzy rules,Ensemble learning methods,Attributes regrouping","LIPAH,LAMSADE,ILIS,METRICS"
hal-03202349,COMM,Riemannian Geometry on Connectivity for Clinical BCI,"Camille Noûs,Marie-Constance Corsi,Sylvain Chevallier,Florian Yger",2021-06-06,"0.info,1.info.info-ts",,"ICASSP 2021 - IEEE International Conference on Acoustics, Speech and Signal Processing",en,false,"Riemannian geometry,Functional connectivity,Ensemble learning,BCI","ICM,LISV,LAMSADE"
hal-01767559,ART,The paradoxical extinction of the most charismatic animals,"Franck Courchamp,Ivan Jaric,Céline Albert,Yves Meinard,William J. Ripple,Guillaume Chapron",2018,"0.info,0.sde,1.sde.be",PLoS Biology,,en,false,"Charismatic species,Animal extinction","ESE,IGB,LAMSADE"
hal-01980881,ART,On the overlap between scientific and societal taxonomic attentions - insights for conservation,"Ivan Jarić,Ricardo A. Correia,David L. Roberts,Jörn Gessner,Yves Meinard,Franck Courchamp",2019,"0.info,0.sde,1.sde.be",Science of the Total Environment,,en,false,"Birds of prey,Charisma,Societal attention,Primates,Carnivora,Marine mammals","IGB,LAMSADE,ESE"
hal-02024887,ART,A closed sets based learning classifier for implicit authentication in web browsing,"Diyé Dia,Giacomo Kahn,Fabien Labernia,Yannick Loiseau,Olivier Raynaud",2018-01,"0.info,0.info,1.info.info-ai",Discrete Applied Mathematics,,en,false,"Machine learning,Classifier,Implicit authentication,Closed set,Emerging Patterns","LIMOS,LAMSADE"
halshs-02065282,ART,Compromise Rules Revisited,"Vincent Merlin,Ipek Özkal Sanver,M. Remzi Sanver",2019-02,"0.shs,1.shs.eco",Group Decision and Negotiation,,en,false,"Saari,Condorcet,Borda,Scoring rules,Voting,Compromise","CREM,LAMSADE"
hal-03070415,ART,Acyclic Gambling Games,"Rida Laraki,Jérôme Renault",2020-06-02,0.math,Mathematics of Operations Research,,en,false,"Zero-sum stochastic games,Markov decision process,Asymptotic and uniform value,Gambling theory,Mertens-Zamir system,Splitting games",LAMSADE
hal-03015390,COMM,Extending Riemannian Brain-Computer Interface to Functional Connectivity Estimators,"Sylvain Chevallier,Marie-Constance Corsi,Florian Yger,Camille Noûs",2020-10-29,"0.info,1.info.info-hc,0.spi,1.spi.signal,0.math,1.math.math-dg",,"IROS Workshop on Bringing geometric methods to robot learning, optimization and control",en,false,,"LISV,ICM,LAMSADE"
hal-01823450,ART,"Belief revision\, minimal change and relaxation: A general framework based on satisfaction systems\, and applications to description logics","Marc Aiguier,Jamal Atif,Isabelle Bloch,Céline Hudelot",2018,"0.info,0.info,1.info.info-ai,0.info,1.info.info-lo",Artificial Intelligence,,en,false,"Relaxation,Abstract belief revision,AGM theory,Description logics,Satisfaction systems","MICS,LAMSADE,LTCI"
hal-02008115,ART,Multi-Resource Allocation for Network Slicing,"Francesca Fossati,Stefano Moretti,Patrice Perny,Stefano Secci",2020,"0.info,1.info.info-ni,0.info,1.info.info-ro",IEEE/ACM Transactions on Networking,,en,false,"Index Terms-multi-resource allocation,5G slicing,OWA,Multi-resource allocation","CEDRIC,LAMSADE"
hal-01926860,COMM,Multistage Matchings,"Evripidis Bampis,Bruno Escoffier,Michael Lampis,Vangelis Th. Paschos",2018-06-18,0.info,,16th Scandinavian Symposium and Workshops on Algorithm Theory (SWAT 2018),en,false,"Matching,Over time Optimization,Multistage Optimization",LAMSADE
hal-02481155,COMM,Rewarding miners: bankruptcy situations and pooling strategies,"Marianna Belotti,Stefano Moretti,Paolo Zappalà",2020-07-13,"0.info,1.info.info-gt",,17th European Conference on Multi-Agent Systems (EUMAS),en,false,"Blockchain,Mining,Mining Pool,Reward,Bankruptcy Situation","CEDRIC,LAMSADE"
hal-02496683,COMM,Multi-Resource Allocation for Network Slicing under Service Level Agreements,"Francesca Fossati,Stefano Moretti,Stefano Secci",2019-10-01,"0.info,1.info.info-ni",,2019 10th International Conference on Networks of the Future (NoF),en,false,,"CEDRIC,LAMSADE"
hal-02414356,COMM,Game Theoretical Analysis of Atomic Cross-Chain Swaps,"Marianna Belotti,Stefano Moretti,Maria Potop-Butucaru,Stefano Secci",2020-11-29,"0.info,1.info.info-gt",,40th IEEE International Conference on Distributed Computing Systems (ICDCS),en,false,"Escrow,Interoperability,Atomic swap,Blockchain technology","CEDRIC,LAMSADE,LINCS"
hal-01924255,COMM,Vers une nouvelle interface visuelle dédiée à l'analyse des récoltes multisources de données,"Zied Othmane,Damien Bodénès,Amine Aït-Younes,Cyril de Runz",2018,0.info,,AtelierVIF@EGC2018,fr,false,"Vandalism,Learning,Volunteered Geographic Information,Classification,Vandalisme,Information Géographique Volontaire","CRESTIC,LAMSADE"
hal-01972450,ART,Utility as economic meaning,"Yves Meinard,Jean-Sébastien Gharbi",2018,"0.shs,1.shs.eco,0.shs,1.shs.phil",Revue d'économie politique,,en,false,"Utility,Meaning,Economic philosophy,Behavior,Choice,Signification,Préférence,Utilité,Philosophie économique,Comportement,Choix","LAMSADE,REGARDS"
hal-01926709,ART,Parameterized Power Vertex Cover,"Eric Angel,Evripidis Bampis,Bruno Escoffier,Michael Lampis",2018,"0.info,0.info,1.info.info-cc,0.info,1.info.info-ds",Discrete Mathematics and Theoretical Computer Science,,en,false,,"IBISC,LAMSADE"
hal-02308142,ART,An in-silico analysis of information sharing systems for adaptable resources management: A case study of oyster farmers,"Nicolas Paget,Bruno Bonté,Olivier Barreteau,Gabriella Pigozzi,Pierre Maurel",2019,0.info,Socio-Environmental Systems Modelling,,en,false,"CORMAS,Agent-based model,Information sharing,Oyster farming","LAMSADE,UMR G-EAU,UMR TETIS"
hal-02301982,COMM,Combiner les sémantiques à base d'extensions et les sémantiques à base de classement en argumentation abstraite,"Elise Bonzon,Jérôme Delobelle,Sébastien Konieczny,Nicolas Maudet",2019-07-01,"0.info,1.info.info-ai",,13èmes Journées d’Intelligence Artificielle Fondamentale (JIAF 2019),fr,false,,"LIPADE - EA 2517,CRIL,LAMSADE"
hal-03005639,COMM,Modélisation du problème de l'allocation des planches et des postes à quai dans les ports vraquiers,"Hamza Bouzekri,Gülgün Alpan,Vincent Giard",2020-11-12,"0.shs,1.shs.gestion,0.info,1.info.info-ro",,"MOSIM’20: 13ème Conférence Francophone de Modélisation, Optimisation et Simulation",fr,false,"Marées,Ports vraquiers,Allocation des postes à quai,Allocation des planches,Gestion portuaire,Convoyeurs","G-SCOP,LAMSADE"
hal-03202357,COMM,Subspace oddity - optimization on product of Stiefel manifolds for EEG data,"Maria Sayu Yamamoto,Florian Yger,Sylvain Chevallier",2021-06-07,"0.info,1.info.info-ts",,ICASSP,en,false,"High-dimensional EEG,Riemannian manifold,Optimization,Dimensionality reduction,Brain-computer interfaces","LISV,LAMSADE"
hal-02177672,ART,QPLIB: a library of quadratic programming instances,"Fabio Furini,Emiliano Traversi,Pietro Belotti,Antonio Frangioni,Ambros Gleixner,Nick Gould,Leo Liberti,Andrea Lodi,Ruth Misener,Hans Mittelmann,Nikolaos V. Sahinidis,Stefan Vigerske,Angelika Wiegele",2019,0.info,Mathematical Programming Computation,,en,false,"Instance library,Quadratic programming,Mixed-Integer Quadratically Constrained Quadratic Programming,Binary quadratic programming","LAMSADE,LIPN,ZIB,LIX"
hal-01991541,COMM,Designing RNA Secondary Structures is Hard,"Edouard Bonnet,Paweł Rzążewski,Florian Sikora",2018-04-21,"0.info,0.info,1.info.info-bi,0.info,1.info.info-cc",,RECOMB 2018,en,false,,"LIP,LAMSADE"
hal-02277540,COMM,Flexibilité du blending dynamique avec gammes alternatives et stock de sécurité : mise en oeuvre sur une chaîne logistique minière,"Ahlam Azzamouri,Mouna Bamoumen,Hajar Hilali,Vincent Hovelaque,Vincent Giard",2019-06,0.info,,13ème Conférence internationale de CIGI QUALITA 2019,fr,false,"Blending dynamique,Mine,Gammes alternatives,Stock de sécurité,Gestion des risques,Dynamic blending,Alternative routings,Security stock,Risk management","CREM,LAMSADE"
hal-01802291,COMM,"Knowledge\, Fairness\, and Social Constraints","Haris Aziz,Sylvain Bouveret,Ioannis Caragiannis,Ira Giagkousi,Jérôme Lang",2018-02-02,"0.info,1.info.info-ai",,Thirty-Second AAAI Conference on Artificial Intelligence (AAAI-18),en,false,,"LIG,LIG,LAMSADE"
hal-02193344,ART,"Un diagnostic de gouvernance basé sur le discours des acteurs : le cas du littoral marseillais « côté mer » (Marseille\, France)","Dominique Ami,Juliette Rouchier,Stéphane Calandra",2018,0.info,VertigO : La Revue Électronique en Sciences de l'Environnement,,fr,false,"The national park of Calanques,Gouvernance perception,Rules,Institutions,IAD,Parc national des Calanques,Perception de la gouvernance","AMSE,LAMSADE"
hal-01819205,COMM,Disease Classification in Metagenomics with 2D Embeddings and Deep Learning,"Thanh Hai Nguyen,Edi Prifti,Yann Chevaleyre,Nataliya Sokolovska,Jean-Daniel Zucker",2018-06-20,"0.info,0.info,1.info.info-bi,0.info,1.info.info-cv,0.info,1.info.info-im,0.info,1.info.info-lg",,La Conférence sur l'Apprentissage automatique (CAp),en,false,"Machine Learning for Health,Classification,Metagenomics,Deep learning,Visualization","ICAN,LAMSADE,ICAN"
hal-02942873,ART,Knowledge-Based Programs as Succinct Policies for Partially Observable Domains,"Bruno Zanuttini,Jérôme Lang,Abdallah Saffidine,François Schwarzentruber",2020-11-01,"0.info,1.info.info-ai",Artificial Intelligence,,en,false,,"GREYC,LAMSADE,IRISA"
hal-03005697,COMM,USAGE DES PÉNALITÉS DANS LES MODÈLES ÉCONOMIQUES DE MANAGEMENT INDUSTRIEL,"Najat Bara,Frédéric Gautier,Vincent Giard",2020-11-12,"0.shs,1.shs.gestion",,"13ème Conférence Francophone de Modélisation, Optimisation et Simulation- MOSIM’20",fr,false,,LAMSADE
hal-02394325,ART,A Final Warning to Planet Earth,"Guillaume Chapron,Harold Levrel,Yves Meinard,Franck Courchamp",2018-09,"0.sde,0.sde,1.sde.be",Trends in Ecology and Evolution,,en,false,,"CIRED,LAMSADE,ESE"
hal-01837155,COMM,"L'« Observatoire Hommes-Milieux » : un expert indépendant au sein d'une controverse environnementale complexe. Le cas de la gestion des résidus de traitement de bauxite à Gardanne\, France","Y. Noack,Juliette Rouchier,Jean-Claude Raynal",2018-07-04,"0.sde,1.sde.es,0.sdu,1.sdu.envi,0.shs,1.shs.socio",,"Colloque International Interdisciplinaire Contaminations, Environnement, Santé et Société",fr,false,"Bauxite,Conflit environnemental,Boues rouges,OHM Bassin Minier de Provence,LabEx DRIIHM,Observatoires Hommes-Milieux","CEREGE,LAMSADE"
hal-02520519,ART,Interpretable and accurate prediction models for metagenomics data,"Edi Prifti,Yann Chevaleyre,Blaise Hanczar,Eugeni Belda,Antoine Danchin,Karine Clément,Jean-Daniel Zucker",2020-03-01,"0.info,1.info.info-lg,0.info,1.info.info-bi",GigaScience,,en,false,"Prediction,Interpretable models,Metagenomics biomarkers,Microbial ecosystems","ICAN,LAMSADE,IBISC,ICAN"
